hs1	153896590	153896640	-0.056642145
hs1	180127817	180127867	-0.031582671
hs1	214699233	214699283	-0.030991184
hs1	71472738	71472788	-0.028993053
hs1	31885025	31885075	-0.024570053
hs1	24971764	24971814	-0.023269211
hs1	64355752	64355802	-0.019900737
hs1	71354374	71354424	-0.016610763
hs1	150337389	150337439	-0.014804981
hs1	64599338	64599388	-0.013616197
hs1	85513892	85513942	-0.013331011
hs1	198125635	198125685	-0.013202115
hs1	36397261	36397311	-0.012380348
hs1	61542945	61542995	-0.01210468
hs1	23886409	23886459	-0.007941085
hs1	53018259	53018309	-0.0066198
hs1	227505845	227505895	-0.004206045
hs1	100316030	100316080	-0.003852639
hs1	100326491	100326541	0.008285711
hs1	229567139	229567189	0.010312547
hs1	153522973	153523023	0.016537526
hs1	85721327	85721377	0.017348263
hs1	209799330	209799380	0.019636211
hs1	85721250	85721300	0.020913487
hs1	115055124	115055174	0.0234335
hs1	243877447	243877497	0.025702
hs1	64276571	64276621	0.026468803
hs1	153522553	153522603	0.026755276
hs1	61542211	61542261	0.026993342
hs1	91488275	91488325	0.027285355
hs1	209815452	209815502	0.027454605
hs1	85725654	85725704	0.028722053
hs1	51888961	51889011	0.031044105
hs1	10106565	10106615	0.0336965
hs1	243877024	243877074	0.033772447
hs1	51888574	51888624	0.034643658
hs1	180123222	180123272	0.03875527
hs1	47488934	47488984	0.040937368
hs10	127888073	127888123	-0.033839461
hs10	49608557	49608607	-0.022007974
hs10	31609905	31609955	-0.020449054
hs10	99095018	99095068	-0.019284522
hs10	70627857	70627907	-0.016769908
hs10	31607925	31607975	-0.016531222
hs10	49608952	49609002	-0.015292118
hs10	45455109	45455159	-0.014287939
hs10	31610093	31610143	-0.012185232
hs10	31610091	31610141	-0.009958426
hs10	31609960	31610010	-0.008711323
hs10	38264940	38264990	-0.006064317
hs10	103892660	103892710	-0.002413261
hs10	6243955	6244005	-0.000631782
hs10	73746656	73746706	0.019576632
hs10	6233774	6233824	0.019785421
hs10	123532123	123532173	0.025310553
hs10	127407606	127407656	0.025322951
hs10	71104724	71104774	0.025527303
hs10	6233757	6233807	0.028293895
hs10	73723221	73723271	0.041705224
hs10	6253877	6253927	0.045152987
hs11	48034953	48035003	-0.038969421
hs11	10476608	10476658	-0.031310697
hs11	107328525	107328575	-0.022296138
hs11	107328914	107328964	-0.018412103
hs11	102979950	102980000	-0.015900085
hs11	62648238	62648288	-0.003090292
hs11	66082046	66082096	0.019189868
hs11	33334443	33334493	0.024306316
hs11	130320219	130320269	0.026356132
hs11	64880911	64880961	0.027331276
hs11	61716830	61716880	0.028777842
hs11	66084631	66084681	0.028865574
hs11	66084841	66084891	0.041206464
hs11	66084469	66084519	0.053615803
hs12	46273255	46273305	-0.018769026
hs12	4382372	4382422	-0.016762349
hs12	109490128	109490178	-0.016147402
hs12	51442062	51442112	-0.015606506
hs12	81544296	81544346	-0.015595211
hs12	46122355	46122405	-0.007954602
hs12	108956758	108956808	-0.004530657
hs12	7282593	7282643	-3.34891E-05
hs12	4405584	4405634	0.008498487
hs12	7282081	7282131	0.019264618
hs12	45608691	45608741	0.024388592
hs12	20755688	20755738	0.028354776
hs12	112032692	112032742	0.02954325
hs12	45697809	45697859	0.029576921
hs12	69869974	69870024	0.030846947
hs12	69909397	69909447	0.034652618
hs12	112081363	112081413	0.041857395
hs12	19388225	19388275	0.044101882
hs12	77159365	77159415	0.045493737
hs13	110802645	110802695	-0.042167079
hs13	111097777	111097827	-0.029425474
hs13	111032155	111032205	-0.016820711
hs13	37494042	37494092	-0.010166071
hs13	42846072	42846122	-0.008237855
hs13	20439201	20439251	-0.007853698
hs13	33113178	33113228	-0.002724452
hs13	110436111	110436161	0.030856974
hs13	110885926	110885976	0.041545526
hs13	110885846	110885896	0.041564483
hs13	37494802	37494852	0.041918158
hs13	110885404	110885454	0.042719895
hs13	110885345	110885395	0.047056561
hs14	55120781	55120831	-0.033144066
hs14	88852686	88852736	-0.029550342
hs14	60761524	60761574	-0.025622592
hs14	52455994	52456044	-0.018923802
hs14	58766462	58766512	-0.014723444
hs14	98445007	98445057	-0.00693902
hs14	88851550	88851600	-0.006712413
hs14	55143755	55143805	0.024649447
hs14	64663928	64663978	0.028294557
hs14	55139669	55139719	0.029311368
hs14	105953092	105953142	0.031438055
hs14	64341178	64341228	0.045884882
hs14	64679961	64680011	0.060517882
hs15	25951163	25951213	-0.029067329
hs15	42227210	42227260	-0.022500776
hs15	25978658	25978708	-0.022331237
hs15	102264062	102264112	-0.019185375
hs15	25926097	25926147	-0.015665724
hs15	75074018	75074068	-0.011917241
hs15	26108796	26108846	-0.008778759
hs15	75744460	75744510	-0.002946086
hs15	102194127	102194177	0.023344184
hs15	85360217	85360267	0.025525513
hs15	42242227	42242277	0.025653132
hs15	42211840	42211890	0.027187803
hs15	25930203	25930253	0.029649355
hs15	101514156	101514206	0.033232487
hs15	26108946	26108996	0.033846001
hs15	85360319	85360369	0.039455268
hs16	53468205	53468255	-0.02074923
hs16	3070916	3070966	-0.005192644
hs16	30996564	30996614	-0.000861281
hs16	85933163	85933213	0.021438303
hs16	50351302	50351352	0.027285145
hs16	85945517	85945567	0.028188329
hs16	11946115	11946165	0.031902895
hs17	76732905	76732955	-0.042256421
hs17	30488883	30488933	-0.034453513
hs17	1839469	1839519	-0.017069132
hs17	57784459	57784509	-0.014513711
hs17	48172022	48172072	-0.013897318
hs17	39845949	39845999	-0.013846443
hs17	48183288	48183338	0.019630513
hs17	48767857	48767907	0.020497553
hs17	8467092	8467142	0.024060737
